股票代码,股票名称,综合诊断评分,打败百分比(%),投资评级,短期趋势,中期趋势,长期趋势,技术面评分,资金面评分,消息面评分,行业面评分,基本面评分
300251,光线传媒,4.2,10,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,正处于反弹阶段。,已有12家主力机构披露2026-06-30报告期持股数据，持仓量总计13.41亿股，占流通A股48.70%,5.3,2.3,6,3.5,3.8
300408,三环集团,4.2,10,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有660家主力机构披露2026-06-30报告期持股数据，持仓量总计2.65亿股，占流通A股14.17%,2.8,4.3,6.1,0.0,6.2
600549,厦门钨业,4.2,11,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有257家主力机构披露2026-06-30报告期持股数据，持仓量总计8.50亿股，占流通A股54.69%,2.3,1.9,6.1,5.2,6.9
002050,三花智控,4.1,7,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有116家主力机构披露2026-06-30报告期持股数据，持仓量总计1.63亿股，占流通A股4.42%,1.9,2.2,5.5,6.5,6.6
002202,金风科技,4.1,7,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有32家主力机构披露2026-06-30报告期持股数据，持仓量总计11.57亿股，占流通A股34.40%,2.6,2.3,5.8,3.5,6.7
600111,北方稀土,4.1,8,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有87家主力机构披露2026-06-30报告期持股数据，持仓量总计17.34亿股，占流通A股47.96%,2.5,2.2,6,5.2,6.1
603260,合盛硅业（603260）,4.1,9,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有25家主力机构披露2026-06-30报告期持股数据，持仓量总计4.68亿股，占流通A股39.57%,2.0,5.2,5.6,2.3,5.4
000157,中联重科,4.0,5,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有35家主力机构披露2026-06-30报告期持股数据，持仓量总计5767.71万股，占流通A股0.82%,3.3,2.7,5.5,3.5,5.3
688223,晶科能源（688223）,4.0,7,减持,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有15家主力机构披露2026-06-30报告期持股数据，持仓量总计1.53亿股，占流通A股1.49%,2.2,4.9,5.5,0.0,6.1
002625,光启技术,3.9,3,卖出,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有24家主力机构披露2026-06-30报告期持股数据，持仓量总计7.47亿股，占流通A股34.66%,2.0,2.6,5.3,6.2,5.4
603799,华友钴业（603799）,3.9,5,卖出,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有98家主力机构披露2026-06-30报告期持股数据，持仓量总计5.50亿股，占流通A股29.13%,3.1,2.5,5.6,0.0,6.6
688303,大全能源（688303）,3.9,5,卖出,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有12家主力机构披露2026-06-30报告期持股数据，持仓量总计16.53亿股，占流通A股77.06%,2.3,5.4,5.5,0.0,5.3
300450,先导智能,3.7,1,卖出,弱势下跌过程中，可逢高卖出，暂不考虑买进。,有加速下跌的趋势。,已有29家主力机构披露2026-06-30报告期持股数据，持仓量总计1033.09万股，占流通A股0.66%,3.1,2.2,5.5,0.0,6.1
600438,通威股份,3.6,1,卖出,弱势下跌过程中，可逢高卖出，暂不考虑买进。,已发现中线卖出信号。,已有29家主力机构披露2026-06-30报告期持股数据，持仓量总计8437.11万股，占流通A股1.87%,1.8,2.7,4.1,3.5,6.4
601012,隆基绿能,3.2,0,卖出,短期行情可能回暖，可适量买进股票，作短线反弹行情。,已发现中线卖出信号。,已有75家主力机构披露2026-06-30报告期持股数据，持仓量总计2.42亿股，占流通A股3.19%,1.9,2.4,2.5,3.5,5.9
300033,同花顺,,,,,,,,,,,
